,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response
0,gpt_neo_1.3b,subject-control,Avery,Casey,True,promised,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to come.

Question: Who promised someone to come, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: \nAvery\nCasey\n\nA:\n\nThe answer is:\n\nAvery\nCasey\n\nThe context is:\n\nAvery promised Casey to come.\n\nThe question is:\n\nWho promised someone')"
1,gpt_neo_1.3b,subject-control,Avery,Casey,False,promised,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to come.

Question: Who promised someone to come, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: \nAvery\nCasey\n\nA:\n\nThe answer is:\n\nAvery\nCasey\n\nThe context is:\n\nAvery promised Casey to come.\n\nThe question is:\n\nWho promised someone')"
2,gpt_neo_1.3b,subject-control,Avery,Casey,True,promised,to go,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Avery promised Casey to go.

Question: Who promised someone to go, Casey or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go, Casey or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go, Casey or Avery?\nAnswer: \nCasey\n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Casey is the one who promised to go.\n\nA:\n\nThe answer is:\n\n Avery\n\nBecause\n\n Avery is the one who')"
3,gpt_neo_1.3b,subject-control,Avery,Casey,False,promised,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to go.

Question: Who promised someone to go, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go, Avery or Casey?\nAnswer: \nAvery\nCasey\n\nA:\n\nThe answer is:\n\nAvery\nCasey\n\nThe context is:\n\nAvery promised Casey to go.\n\nThe question is:\n\nWho promised someone')"
4,gpt_neo_1.3b,subject-control,Avery,Casey,True,promised,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to read.

Question: Who promised someone to read, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read, Avery or Casey?\nAnswer: \nAvery\nCasey\n\nA:\n\nThe answer is:\n\nAvery\nCasey\n\nThe context is:\n\nAvery promised Casey to read.\n\nThe question is:\n\nWho promised someone')"
5,gpt_neo_1.3b,subject-control,Avery,Casey,False,promised,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to read.

Question: Who promised someone to read, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read, Avery or Casey?\nAnswer: \nAvery\nCasey\n\nA:\n\nThe answer is:\n\nAvery\nCasey\n\nThe context is:\n\nAvery promised Casey to read.\n\nThe question is:\n\nWho promised someone')"
6,gpt_neo_1.3b,subject-control,Avery,Casey,True,promised,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to run.

Question: Who promised someone to run, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to run.\n\nQuestion: Who promised someone to run, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to run.\n\nQuestion: Who promised someone to run, Avery or Casey?\nAnswer: \nAvery\nCasey\n\nA:\n\nThe answer is:\n\nAvery\nCasey\n\nThe context is:\n\nAvery promised Casey to run.\n\nThe question is:\n\nWho promised someone')"
7,gpt_neo_1.3b,subject-control,Avery,Casey,False,promised,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to run.

Question: Who promised someone to run, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to run.\n\nQuestion: Who promised someone to run, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to run.\n\nQuestion: Who promised someone to run, Avery or Casey?\nAnswer: \nAvery\nCasey\n\nA:\n\nThe answer is:\n\nAvery\nCasey\n\nThe context is:\n\nAvery promised Casey to run.\n\nThe question is:\n\nWho promised someone')"
8,gpt_neo_1.3b,subject-control,Avery,Casey,True,promised,to call,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Avery promised Casey to call.

Question: Who promised someone to call, Casey or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call, Casey or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call, Casey or Avery?\nAnswer: \nCasey\n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Casey is the person who promised to call.\n\nA:\n\nThe answer is:\n\n Avery\n\nBecause\n\n Avery is the person who')"
9,gpt_neo_1.3b,subject-control,Avery,Casey,False,promised,to call,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to call.

Question: Who promised someone to call, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call, Avery or Casey?\nAnswer: \nAvery\nCasey\n\nA:\n\nThe answer is:\n\nAvery\nCasey\n\nThe context is:\n\nAvery promised Casey to call.\n\nThe question is:\n\nWho promised someone')"
10,gpt_neo_1.3b,subject-control,Avery,Joseph,True,promised,to come,Avery,Joseph,"You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".
Context: Avery promised Joseph to come.

Question: Who promised someone to come, Joseph or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Avery promised Joseph to come.\n\nQuestion: Who promised someone to come, Joseph or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Avery promised Joseph to come.\n\nQuestion: Who promised someone to come, Joseph or Avery?\nAnswer:  Joseph\n\nA:\n\nThe answer is:\n\nJoseph\n\nThe context is:\n\nAvery promised Joseph to come.\n\nThe question is:\n\nWho promised someone to come, Joseph or Avery?\n\nThe')"
11,gpt_neo_1.3b,subject-control,Avery,Joseph,False,promised,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery promised Joseph to come.

Question: Who promised someone to come, Avery or Joseph?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".\nContext: Avery promised Joseph to come.\n\nQuestion: Who promised someone to come, Avery or Joseph?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".\nContext: Avery promised Joseph to come.\n\nQuestion: Who promised someone to come, Avery or Joseph?\nAnswer:  Avery promised Joseph to come.\n\nA:\n\nThe answer is:\n\nAvery\n\nThe context is:\n\nAvery promised Joseph to come.\n\nThe question is:\n\nWho promised someone to come, Avery')"
12,gpt_neo_1.3b,subject-control,Avery,Joseph,True,promised,to go,Avery,Joseph,"You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".
Context: Avery promised Joseph to go.

Question: Who promised someone to go, Joseph or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Avery promised Joseph to go.\n\nQuestion: Who promised someone to go, Joseph or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Joseph"" or ""Avery"".\nContext: Avery promised Joseph to go.\n\nQuestion: Who promised someone to go, Joseph or Avery?\nAnswer:  Joseph\n\nA:\n\nThe answer is:\n\nJoseph\n\nThe context is:\n\nAvery promised Joseph to go.\n\nThe question is:\n\nWho promised someone to go, Joseph or Avery?\n\nThe')"
