,model,exp_type,prompt,pred,true,response
0,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Guerrillas threatened to assassinate Prime Minister Iyad Allawi and Minister of Defense Hazem Shaalan in retaliation for the attack .""
Question: In the event ""assassinate"", does the state of the participant ""Allawi"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Guerrillas threatened to assassinate Prime Minister Iyad Allawi and Minister of Defense Hazem Shaalan in retaliation for the attack.""
Question: In the event ""assassinate"", does the state of the participant ""Allawi"" change?
Answer: 

The state of the participant ""Allawi"" does not change.
The state of the participant ""Allawi"" does change.

"
1,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: """" Their screams changed , "" Dr. Fortier said .""
Question: In the event ""changed"", does the state of the participant ""screams"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: """" Their screams changed, "" Dr. Fortier said.""
Question: In the event ""changed"", does the state of the participant ""screams"" change?
Answer: 

A:

The sentence is ambiguous. 

""Their screams changed, "" Dr. Fortier said.""

The first part of the sentence is a question, the second part is a statement. 
"
2,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt , friendly and informative service .""
Question: In the event ""appreciated"", does the state of the participant ""we"" change?
Answer: ",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt, friendly and informative service.""
Question: In the event ""appreciated"", does the state of the participant ""we"" change?
Answer: 

A:

The sentence is correct.
The state of the participant ""we"" changes because the sentence is a question.
The state of"
3,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""This chef knows what he is doing .""
Question: In the event ""knows"", does the state of the participant ""chef"" change?
Answer: ",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""This chef knows what he is doing.""
Question: In the event ""knows"", does the state of the participant ""chef"" change?
Answer: 

The chef knows what he is doing.
The chef is doing what he is doing.
The chef is doing what he is doing.
The chef is doing what he is doing.

A:

The chef knows what"
4,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Enclosed is a worksheet for Ineos Acrylics .""
Question: In the event ""Enclosed"", does the state of the participant ""worksheet"" change?
Answer: ",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""Enclosed is a worksheet for Ineos Acrylics.""
Question: In the event ""Enclosed"", does the state of the participant ""worksheet"" change?
Answer: 

The state of the participant worksheet does not change.

A:

The state of the participant worksheet does not change.

The state of the participant worksheet does not change.
"
5,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I think he could 've done more to assuage my concerns by giving me concrete facts .""
Question: In the event ""assuage"", does the state of the participant ""concerns"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I think he could've done more to assuage my concerns by giving me concrete facts.""
Question: In the event ""assuage"", does the state of the participant ""concerns"" change?
Answer: 

The state of the participant ""concerns"" is not changed.
The state of the participant ""concerns"" is changed.

A:

"
6,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: """" Our new lunar transportation system utilizes a unique architecture that will establish the equivalent of a two - way highway between the Earth and the Moon , "" Kistler told SPACE.com .""
Question: In the event ""establish"", does the state of the participant ""equivalent"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: """" Our new lunar transportation system utilizes a unique architecture that will establish the equivalent of a two - way highway between the Earth and the Moon, "" Kistler told SPACE.com.""
Question: In the event ""establish"", does the state of the participant ""equivalent"" change?
Answer: 

A:

The sentence is ambiguous. 

Our new lunar transportation system utilizes a unique architecture"
7,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""It 's become a guardian of morality -- not church morality ; real morality .""
Question: In the event ""become"", does the state of the participant ""It"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""It's become a guardian of morality -- not church morality ; real morality.""
Question: In the event ""become"", does the state of the participant ""It"" change?
Answer: 

The state of the participant ""It"" does not change.
The state of the participant ""It"" does change.

A:

The state of the participant ""It"" does not change"
8,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: """" Nobody thinks that there will be a lot of oil and gas in this part of the world , "" he said .""
Question: In the event ""said"", does the state of the participant ""he"" change?
Answer: ",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: """" Nobody thinks that there will be a lot of oil and gas in this part of the world, "" he said.""
Question: In the event ""said"", does the state of the participant ""he"" change?
Answer: 

A:

The sentence is correct.
The state of the participant ""he"" changes.
The state of the participant ""he"" is not the same as the"
9,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""2005 sees you expanding your intuitive and psychic skills even more , Aquarius .""
Question: In the event ""expanding"", does the state of the participant ""skills"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""2005 sees you expanding your intuitive and psychic skills even more, Aquarius.""
Question: In the event ""expanding"", does the state of the participant ""skills"" change?
Answer: 

A:

Expanding is a verb, not a noun.

A:

Expanding is a verb, not a noun.

A:

Expanding is a verb"
10,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""But if -- there 's a painting on the wall in the Oval Office that shows a horseman charging up a steep cliff , and there are at least two other horsemen following .""
Question: In the event ""shows"", does the state of the participant ""horseman"" change?
Answer: ",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""But if -- there's a painting on the wall in the Oval Office that shows a horseman charging up a steep cliff, and there are at least two other horsemen following.""
Question: In the event ""shows"", does the state of the participant ""horseman"" change?
Answer: 

The state of the participant ""horseman"" does not change.
The state of the participant """
11,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""There is a very good book on the subject that was written by General Vo Nguyen Giap .""
Question: In the event ""written"", does the state of the participant ""book"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""There is a very good book on the subject that was written by General Vo Nguyen Giap.""
Question: In the event ""written"", does the state of the participant ""book"" change?
Answer: 

The book is written by General Vo Nguyen Giap.
The book is not written by General Vo Nguyen Giap.
The book is written by General Vo Nguyen Giap.
The book"
12,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I think it s only fair that nowadays every town should provide at least one halal cafe or restaurant and hopefully one day every British catering establishment will be halal .""
Question: In the event ""think"", does the state of the participant ""I"" change?
Answer: ",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""I think it s only fair that nowadays every town should provide at least one halal cafe or restaurant and hopefully one day every British catering establishment will be halal.""
Question: In the event ""think"", does the state of the participant ""I"" change?
Answer: 

I think it s only fair that nowadays every town should provide at least one halal cafe or restaurant and hopefully one day every"
13,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""<< Upon the sixth of April , Alexander the Great was born .""
Question: In the event ""born"", does the state of the participant ""Alexander"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""<< Upon the sixth of April, Alexander the Great was born.""
Question: In the event ""born"", does the state of the participant ""Alexander"" change?
Answer: 

The state of the participant ""Alexander"" changes from ""born"" to ""born""

A:

The state of the participant ""Alexander"" changes from ""born"" to ""born""

The state of"
14,gpt_neo_1.3b,change_of_state_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""We had a slightly better experience on the Liberty , but feel that both crews did an excellent job and that this should not be a distinguishing factor on choosing a cruise .""
Question: In the event ""had"", does the state of the participant ""experience"" change?
Answer: ",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""We had a slightly better experience on the Liberty, but feel that both crews did an excellent job and that this should not be a distinguishing factor on choosing a cruise.""
Question: In the event ""had"", does the state of the participant ""experience"" change?
Answer: 

The state of the participant is the same as the state of the crew.
The state of the participant is the same"
